city,state_abbrev,state_name,county_name,zips
Interlachen,FL,Florida,Putnam,32148 32149
Pomona Park,FL,Florida,Putnam,32181
Welaka,FL,Florida,Putnam,32193 32189
Navarre,FL,Florida,Santa Rosa,32566
Pace,FL,Florida,Santa Rosa,32571
Midway,FL,Florida,Santa Rosa,32563
East Milton,FL,Florida,Santa Rosa,32583
Milton,FL,Florida,Santa Rosa,32583 32570 32572
Gulf Breeze,FL,Florida,Santa Rosa,32561 32562
Pea Ridge,FL,Florida,Santa Rosa,32583 32571
Bagdad,FL,Florida,Santa Rosa,32583 32530
Point Baker,FL,Florida,Santa Rosa,32570
Tiger Point,FL,Florida,Santa Rosa,32563
Woodlawn Beach,FL,Florida,Santa Rosa,32563
Wallace,FL,Florida,Santa Rosa,32571
Oriole Beach,FL,Florida,Santa Rosa,32563
Holley,FL,Florida,Santa Rosa,32566
Harold,FL,Florida,Santa Rosa,32583 32564
Navarre Beach,FL,Florida,Santa Rosa,32566
Chumuckla,FL,Florida,Santa Rosa,32571 32565
Allentown,FL,Florida,Santa Rosa,32570 32565
Jay,FL,Florida,Santa Rosa,32565
Roeville,FL,Florida,Santa Rosa,32570
Avalon,FL,Florida,Santa Rosa,32583
Brownsdale,FL,Florida,Santa Rosa,32565
Garcon Point,FL,Florida,Santa Rosa,32583
Berrydale,FL,Florida,Santa Rosa,32570 32565
Floridatown,FL,Florida,Santa Rosa,32571
Mulat,FL,Florida,Santa Rosa,32583
Munson,FL,Florida,Santa Rosa,32570
Fidelis,FL,Florida,Santa Rosa,32565
Mount Carmel,FL,Florida,Santa Rosa,32565
Dickerson City,FL,Florida,Santa Rosa,32583
Pine Level,FL,Florida,Santa Rosa,32565
Dixonville,FL,Florida,Santa Rosa,32565
Cobbtown,FL,Florida,Santa Rosa,32565
Sarasota,FL,Florida,Sarasota,34232 34234 34237 34236 34239 34276
North Port,FL,Florida,Sarasota,34286 34287 34288 34289 34293 34291 34266 34223 34290
Venice,FL,Florida,Sarasota,34285 34292 34275
Sarasota Springs,FL,Florida,Sarasota,34232
Englewood,FL,Florida,Sarasota,34223 34224
Fruitville,FL,Florida,Sarasota,34232 34240
South Venice,FL,Florida,Sarasota,34293 34284
Gulf Gate Estates,FL,Florida,Sarasota,34231
Bee Ridge,FL,Florida,Sarasota,34233
Laurel,FL,Florida,Sarasota,34275 34272 34274
North Sarasota,FL,Florida,Sarasota,34234 34243
Venice Gardens,FL,Florida,Sarasota,34293
Southgate,FL,Florida,Sarasota,34239
Osprey,FL,Florida,Sarasota,34229
South Gate Ridge,FL,Florida,Sarasota,34231 34233
Siesta Key,FL,Florida,Sarasota,34242
Warm Mineral Springs,FL,Florida,Sarasota,34287
South Sarasota,FL,Florida,Sarasota,34231
Lake Sarasota,FL,Florida,Sarasota,34241
Vamo,FL,Florida,Sarasota,34231 34238 34229
The Meadows,FL,Florida,Sarasota,34235
Kensington Park,FL,Florida,Sarasota,34235 34230
Ridge Wood Heights,FL,Florida,Sarasota,34231
Desoto Lakes,FL,Florida,Sarasota,34235
Nokomis,FL,Florida,Sarasota,34275
Sanford,FL,Florida,Seminole,32773 32771 32772
Altamonte Springs,FL,Florida,Seminole,32714 32701 32715 32716
Oviedo,FL,Florida,Seminole,32765 32766 32762
Winter Springs,FL,Florida,Seminole,32708 32719
Casselberry,FL,Florida,Seminole,32707 32718
Wekiwa Springs,FL,Florida,Seminole,32779 32752 32791
Lake Mary,FL,Florida,Seminole,32746 32795
Longwood,FL,Florida,Seminole,32750
Forest City,FL,Florida,Seminole,32714 32703
Goldenrod,FL,Florida,Seminole,32792
Fern Park,FL,Florida,Seminole,32751 32730
Heathrow,FL,Florida,Seminole,32746
Chuluota,FL,Florida,Seminole,32766
Geneva,FL,Florida,Seminole,32732
Midway,FL,Florida,Seminole,32771
Black Hammock,FL,Florida,Seminole,32765
St. Augustine,FL,Florida,St. Johns,32084 32080 32095
Fruit Cove,FL,Florida,St. Johns,32259
Palm Valley,FL,Florida,St. Johns,32082
World Golf Village,FL,Florida,St. Johns,32092 32095
Nocatee,FL,Florida,St. Johns,32081
St. Augustine Shores,FL,Florida,St. Johns,32086
St. Augustine Beach,FL,Florida,St. Johns,32080
St. Augustine South,FL,Florida,St. Johns,32086
Sawgrass,FL,Florida,St. Johns,32082
Butler Beach,FL,Florida,St. Johns,32080
Flagler Estates,FL,Florida,St. Johns,32145
Villano Beach,FL,Florida,St. Johns,32084
Hastings,FL,Florida,St. Johns,32145
Crescent Beach,FL,Florida,St. Johns,32080
Port St. Lucie,FL,Florida,St. Lucie,34986 34984 34983 34987 34952 34953 34985
Fort Pierce,FL,Florida,St. Lucie,34949 34947 34982 34981 34950 34948 34954 34979
Lakewood Park,FL,Florida,St. Lucie,34951
River Park,FL,Florida,St. Lucie,34983 34952
Fort Pierce North,FL,Florida,St. Lucie,34947 34946
Indian River Estates,FL,Florida,St. Lucie,34982
Hutchinson Island South,FL,Florida,St. Lucie,34957
White City,FL,Florida,St. Lucie,34982 34981
Fort Pierce South,FL,Florida,St. Lucie,34982 34981
St. Lucie Village,FL,Florida,St. Lucie,34946
The Villages,FL,Florida,Sumter,34785 32162 32159
Wildwood,FL,Florida,Sumter,33514 34484 34785
Bushnell,FL,Florida,Sumter,33513 33538 33585
Lake Panasoffkee,FL,Florida,Sumter,33538
Center Hill,FL,Florida,Sumter,33514 33597
Webster,FL,Florida,Sumter,33597
Coleman,FL,Florida,Sumter,33521 34785
Live Oak,FL,Florida,Suwannee,32064
Branford,FL,Florida,Suwannee,32008
Perry,FL,Florida,Taylor,32347 32348
Steinhatchee,FL,Florida,Taylor,32359
Worthington Springs,FL,Florida,Union,32054 32697
Raiford,FL,Florida,Union,32083
Deltona,FL,Florida,Volusia,32725 32738 32739
Daytona Beach,FL,Florida,Volusia,32124 32174 32117 32114 32118 32119 32115 32116 32120 32121 32126 32198
Port Orange,FL,Florida,Volusia,32127 32129 32128 32122 32123
Ormond Beach,FL,Florida,Volusia,32174 32176 32173 32175
DeLand,FL,Florida,Volusia,32724 32720 32721
New Smyrna Beach,FL,Florida,Volusia,32169 32168 32170
Edgewater,FL,Florida,Volusia,32141 32168 32132
DeBary,FL,Florida,Volusia,32713 32753
South Daytona,FL,Florida,Volusia,32119
Holly Hill,FL,Florida,Volusia,32117 32125
Orange City,FL,Florida,Volusia,32763 32774
Ormond-by-the-Sea,FL,Florida,Volusia,32176
Samsula-Spruce Creek,FL,Florida,Volusia,32128 32168
Daytona Beach Shores,FL,Florida,Volusia,32118
West DeLand,FL,Florida,Volusia,32720
Ponce Inlet,FL,Florida,Volusia,32127 32168
De Leon Springs,FL,Florida,Volusia,32720 32130
Lake Helen,FL,Florida,Volusia,32744
Oak Hill,FL,Florida,Volusia,32759
Pierson,FL,Florida,Volusia,32180
Glencoe,FL,Florida,Volusia,32168
North DeLand,FL,Florida,Volusia,32724
DeLand Southwest,FL,Florida,Volusia,32720 32723
Seville,FL,Florida,Volusia,32190
Crawfordville,FL,Florida,Wakulla,32327
Panacea,FL,Florida,Wakulla,32346
Sopchoppy,FL,Florida,Wakulla,32358
St. Marks,FL,Florida,Wakulla,32355
Miramar Beach,FL,Florida,Walton,32550
DeFuniak Springs,FL,Florida,Walton,32433 32435
Freeport,FL,Florida,Walton,32439
Paxton,FL,Florida,Walton,32567 32538
Chipley,FL,Florida,Washington,32428
Vernon,FL,Florida,Washington,32462
Wausau,FL,Florida,Washington,32428 32463
Caryville,FL,Florida,Washington,32427
Ebro,FL,Florida,Washington,32437
Baxley,GA,Georgia,Appling,31513 31515
Graham,GA,Georgia,Appling,31513 31539
Surrency,GA,Georgia,Appling,31563
Pearson,GA,Georgia,Atkinson,31642
Willacoochee,GA,Georgia,Atkinson,31650
Alma,GA,Georgia,Bacon,31510
Rockingham,GA,Georgia,Bacon,31510
Newton,GA,Georgia,Baker,39870
Milledgeville,GA,Georgia,Baldwin,31062 31061
Hardwick,GA,Georgia,Baldwin,31061 31034
Maysville,GA,Georgia,Banks,30558
Homer,GA,Georgia,Banks,30547
Alto,GA,Georgia,Banks,30510
Gillsville,GA,Georgia,Banks,30543
Winder,GA,Georgia,Barrow,30680
Auburn,GA,Georgia,Barrow,30011
Statham,GA,Georgia,Barrow,30666
Russell,GA,Georgia,Barrow,30680
Bethlehem,GA,Georgia,Barrow,30620 30680
Carl,GA,Georgia,Barrow,30011 30680
Cartersville,GA,Georgia,Bartow,30121 30120
Adairsville,GA,Georgia,Bartow,30103
Euharlee,GA,Georgia,Bartow,30145 30120
Emerson,GA,Georgia,Bartow,30137 30121 30120
White,GA,Georgia,Bartow,30184
Kingston,GA,Georgia,Bartow,30145
Taylorsville,GA,Georgia,Bartow,30178
Fitzgerald,GA,Georgia,Ben Hill,31750
Nashville,GA,Georgia,Berrien,31639
Enigma,GA,Georgia,Berrien,31749
Ray City,GA,Georgia,Berrien,31645
Alapaha,GA,Georgia,Berrien,31622
Macon,GA,Georgia,Bibb,31206 31052 31210 31211 31213 31216 31217 31207 31204 31201 31220 31202 31203 31205 31208 31209 31221 31294 31295 31296 31297
Cochran,GA,Georgia,Bleckley,31014
Nahunta,GA,Georgia,Brantley,31553
Hoboken,GA,Georgia,Brantley,31542
Quitman,GA,Georgia,Brooks,31643
Pavo,GA,Georgia,Brooks,31778
Morven,GA,Georgia,Brooks,31638
Richmond Hill,GA,Georgia,Bryan,31324
Pembroke,GA,Georgia,Bryan,31321
Statesboro,GA,Georgia,Bulloch,30460 30461 30458 30459
Brooklet,GA,Georgia,Bulloch,30415
Portal,GA,Georgia,Bulloch,30450
Register,GA,Georgia,Bulloch,30452
Waynesboro,GA,Georgia,Burke,30830
Sardis,GA,Georgia,Burke,30456
Keysville,GA,Georgia,Burke,30815 30816
Midville,GA,Georgia,Burke,30441
Girard,GA,Georgia,Burke,30426
Vidette,GA,Georgia,Burke,30830 30434
Jackson,GA,Georgia,Butts,30233
Flovilla,GA,Georgia,Butts,30216
Jenkinsburg,GA,Georgia,Butts,30234
Morgan,GA,Georgia,Calhoun,39866
Edison,GA,Georgia,Calhoun,39846
Arlington,GA,Georgia,Calhoun,39813
Leary,GA,Georgia,Calhoun,39862
St. Marys,GA,Georgia,Camden,31558
Kingsland,GA,Georgia,Camden,31548
Kings Bay Base,GA,Georgia,Camden,31558 31547
Woodbine,GA,Georgia,Camden,31569
Metter,GA,Georgia,Candler,30439
Pulaski,GA,Georgia,Candler,30439 30451
Carrollton,GA,Georgia,Carroll,30118 30116 30117 30109 30112
Villa Rica,GA,Georgia,Carroll,30180
Temple,GA,Georgia,Carroll,30179
Bowdon,GA,Georgia,Carroll,30108
Mount Zion,GA,Georgia,Carroll,30182 30117 30150
Whitesburg,GA,Georgia,Carroll,30185
Roopville,GA,Georgia,Carroll,30170
Fort Oglethorpe,GA,Georgia,Catoosa,30736 30707 30741 30742
Lakeview,GA,Georgia,Catoosa,30741
Ringgold,GA,Georgia,Catoosa,30736
Indian Springs,GA,Georgia,Catoosa,30736
Folkston,GA,Georgia,Charlton,31537
Homeland,GA,Georgia,Charlton,31537
Savannah,GA,Georgia,Chatham,31322 31409 31408 31401 31405 31404 31407 31406 31419 31415 31403 31412 31416 31418 31420 31421
Pooler,GA,Georgia,Chatham,31322
Wilmington Island,GA,Georgia,Chatham,31410
Georgetown,GA,Georgia,Chatham,31419
Port Wentworth,GA,Georgia,Chatham,31407
Skidaway Island,GA,Georgia,Chatham,31411
Garden City,GA,Georgia,Chatham,31408 31405 31415
Whitemarsh Island,GA,Georgia,Chatham,31410
Montgomery,GA,Georgia,Chatham,31406
Tybee Island,GA,Georgia,Chatham,31328
Bloomingdale,GA,Georgia,Chatham,31302
Thunderbolt,GA,Georgia,Chatham,31404 31410
Isle of Hope,GA,Georgia,Chatham,31406
Henderson,GA,Georgia,Chatham,31419
Talahi Island,GA,Georgia,Chatham,31410
Dutch Island,GA,Georgia,Chatham,31406
Vernonburg,GA,Georgia,Chatham,31419
Cusseta,GA,Georgia,Chattahoochee,31905 31805
Summerville,GA,Georgia,Chattooga,30747
Trion,GA,Georgia,Chattooga,30753
Lyerly,GA,Georgia,Chattooga,30730
Menlo,GA,Georgia,Chattooga,30731
Woodstock,GA,Georgia,Cherokee,30188 30189
Canton,GA,Georgia,Cherokee,30114
Holly Springs,GA,Georgia,Cherokee,30114 30115 30142
Ball Ground,GA,Georgia,Cherokee,30107
Waleska,GA,Georgia,Cherokee,30183
Athens,GA,Georgia,Clarke,30622 30601 30602 30605 30606 30607 30609 30683 30603 30608 30612
Winterville,GA,Georgia,Clarke,30683
Fort Gaines,GA,Georgia,Clay,39851
Bluffton,GA,Georgia,Clay,39824
Forest Park,GA,Georgia,Clayton,30297 30294 30298
Riverdale,GA,Georgia,Clayton,30274 30296 30287 30374
Irondale,GA,Georgia,Clayton,30238
Morrow,GA,Georgia,Clayton,30260
Lovejoy,GA,Georgia,Clayton,30228 30250
Conley,GA,Georgia,Clayton,30288 30297 30294
Jonesboro,GA,Georgia,Clayton,30236 30237
Bonanza,GA,Georgia,Clayton,30228 30238
Lake City,GA,Georgia,Clayton,30260
Homerville,GA,Georgia,Clinch,31634
Fargo,GA,Georgia,Clinch,31631
Argyle,GA,Georgia,Clinch,31634 31623
Du Pont,GA,Georgia,Clinch,31634 31630
Marietta,GA,Georgia,Cobb,30060 30062 30064 30067 30008 30006 30007 30090
Smyrna,GA,Georgia,Cobb,30126 30082 30080 30081
Mableton,GA,Georgia,Cobb,30126 30168 30111
Kennesaw,GA,Georgia,Cobb,30152 30144
Acworth,GA,Georgia,Cobb,30144 30101
Powder Springs,GA,Georgia,Cobb,30127
Vinings,GA,Georgia,Cobb,30339
Fair Oaks,GA,Georgia,Cobb,30060 30008 30080 30061
Austell,GA,Georgia,Cobb,30127 30106 30168
Douglas,GA,Georgia,Coffee,31533 31535 31534
Nicholls,GA,Georgia,Coffee,31554
Broxton,GA,Georgia,Coffee,31519
Ambrose,GA,Georgia,Coffee,31512
Moultrie,GA,Georgia,Colquitt,31768 31788 31776
Norman Park,GA,Georgia,Colquitt,31771
Doerun,GA,Georgia,Colquitt,31744
Berlin,GA,Georgia,Colquitt,31788 31722
Funston,GA,Georgia,Colquitt,31768
Ellenton,GA,Georgia,Colquitt,31747
Evans,GA,Georgia,Columbia,30809
Martinez,GA,Georgia,Columbia,30907
Grovetown,GA,Georgia,Columbia,30813
Harlem,GA,Georgia,Columbia,30814
Appling,GA,Georgia,Columbia,30802
Adel,GA,Georgia,Cook,31620
Sparks,GA,Georgia,Cook,31647
Lenox,GA,Georgia,Cook,31637
Cecil,GA,Georgia,Cook,31632 31627 31620
Newnan,GA,Georgia,Coweta,30263 30265 30264 30271
Senoia,GA,Georgia,Coweta,30276
Grantville,GA,Georgia,Coweta,30220
East Newnan,GA,Georgia,Coweta,30263
Moreland,GA,Georgia,Coweta,30259
Sharpsburg,GA,Georgia,Coweta,30277
Turin,GA,Georgia,Coweta,30277 30276 30289
Haralson,GA,Georgia,Coweta,30276 30229
Roberta,GA,Georgia,Crawford,31078
Knoxville,GA,Georgia,Crawford,31066 31050 31078
Cordele,GA,Georgia,Crisp,31015 31010
Arabi,GA,Georgia,Crisp,31712
Trenton,GA,Georgia,Dade,30752
Dawsonville,GA,Georgia,Dawson,30534
Bainbridge,GA,Georgia,Decatur,39819 39817 39818
Attapulgus,GA,Georgia,Decatur,39815
Climax,GA,Georgia,Decatur,39834
Brinson,GA,Georgia,Decatur,39825
Brookhaven,GA,Georgia,DeKalb,30329 30319 31119
Stonecrest,GA,Georgia,DeKalb,30035 30038 30058
Dunwoody,GA,Georgia,DeKalb,30338 30346 30360 30356 31146
Tucker,GA,Georgia,DeKalb,30087 30084 30083 30085
Redan,GA,Georgia,DeKalb,30058 30088 30074
Chamblee,GA,Georgia,DeKalb,30341 30345 30366 39901
Decatur,GA,Georgia,DeKalb,30030 30031 30036
Candler-McAfee,GA,Georgia,DeKalb,30032
North Druid Hills,GA,Georgia,DeKalb,30329 30324 30033 30359
North Decatur,GA,Georgia,DeKalb,30033
Belvedere Park,GA,Georgia,DeKalb,30032 30030
Clarkston,GA,Georgia,DeKalb,30079 30021
Scottdale,GA,Georgia,DeKalb,30079 30021 30033 30002
Panthersville,GA,Georgia,DeKalb,30034
Doraville,GA,Georgia,DeKalb,30340 30360 30362
Gresham Park,GA,Georgia,DeKalb,30316
Druid Hills,GA,Georgia,DeKalb,30307 30306
Stone Mountain,GA,Georgia,DeKalb,30083
Avondale Estates,GA,Georgia,DeKalb,30002
Lithonia,GA,Georgia,DeKalb,30058
Pine Lake,GA,Georgia,DeKalb,30072 30083
Eastman,GA,Georgia,Dodge,31023
Chester,GA,Georgia,Dodge,31012
Empire,GA,Georgia,Dodge,31014
Rhine,GA,Georgia,Dodge,31077
Chauncey,GA,Georgia,Dodge,31011
Vienna,GA,Georgia,Dooly,31092
Unadilla,GA,Georgia,Dooly,31091
Byromville,GA,Georgia,Dooly,31007
Pinehurst,GA,Georgia,Dooly,31070
Lilly,GA,Georgia,Dooly,31051 31092
Dooling,GA,Georgia,Dooly,31063 31007
Albany,GA,Georgia,Dougherty,31721 31701 31707 31705 31702 31703 31706 31708
Putney,GA,Georgia,Dougherty,31705
Douglasville,GA,Georgia,Douglas,30134 30135 30122 30133 30154
Lithia Springs,GA,Georgia,Douglas,30122
Blakely,GA,Georgia,Early,39823
Damascus,GA,Georgia,Early,39841
Jakin,GA,Georgia,Early,39861
Cedar Springs,GA,Georgia,Early,39861 39823 39832
Rincon,GA,Georgia,Effingham,31326
Springfield,GA,Georgia,Effingham,31329
Guyton,GA,Georgia,Effingham,31312
Elberton,GA,Georgia,Elbert,30635
Bowman,GA,Georgia,Elbert,30624
Dewy Rose,GA,Georgia,Elbert,30634
Swainsboro,GA,Georgia,Emanuel,30401
Twin City,GA,Georgia,Emanuel,30471
Adrian,GA,Georgia,Emanuel,31002
Stillmore,GA,Georgia,Emanuel,30471 30464
Oak Park,GA,Georgia,Emanuel,30471 30436
Garfield,GA,Georgia,Emanuel,30425
Summertown,GA,Georgia,Emanuel,30441
Nunez,GA,Georgia,Emanuel,30401 30448
Canoochee,GA,Georgia,Emanuel,30471
Norristown,GA,Georgia,Emanuel,30401 31002 30447
Claxton,GA,Georgia,Evans,30417
Hagan,GA,Georgia,Evans,30417 30429
Daisy,GA,Georgia,Evans,30423 30417
Bellville,GA,Georgia,Evans,30417 30414
Blue Ridge,GA,Georgia,Fannin,30513
McCaysville,GA,Georgia,Fannin,30555
Mineral Bluff,GA,Georgia,Fannin,30559
Morganton,GA,Georgia,Fannin,30560
Epworth,GA,Georgia,Fannin,30541 30513
Peachtree City,GA,Georgia,Fayette,30269 30270 31169
Fayetteville,GA,Georgia,Fayette,30214 30215
Tyrone,GA,Georgia,Fayette,30290
Brooks,GA,Georgia,Fayette,30205
Woolsey,GA,Georgia,Fayette,30215
Rome,GA,Georgia,Floyd,30161 30165 30162
Lindale,GA,Georgia,Floyd,30147 30161
Shannon,GA,Georgia,Floyd,30161 30172
Cave Spring,GA,Georgia,Floyd,30124
Cumming,GA,Georgia,Forsyth,30040 30041
Gumlog,GA,Georgia,Franklin,30553 30557
Lavonia,GA,Georgia,Franklin,30553
Franklin Springs,GA,Georgia,Franklin,30662
Carnesville,GA,Georgia,Franklin,30521
Atlanta,GA,Georgia,Fulton,30334 30331 30332 30309 30308 30305 30307 30303 30354 30327 30322 30326 30324 30319 30342 30306 30318 30316 30317 30314 30315 30312 30313 30310 30311 30363 30301 30302 30304 30321 30325 30333 30343 30348 30353 30355 30357 30361 30368 30369 30370 30371 30375 30377 30392 30394 30398 31106 31107 31126 31139 31141 31193 31195 31196
Sandy Springs,GA,Georgia,Fulton,30339 30350 30327 30328 30342 30358 31150 31156
South Fulton,GA,Georgia,Fulton,30336 30331 30349 30291 30296 30213 31131
Roswell,GA,Georgia,Fulton,30076 30075 30077
Johns Creek,GA,Georgia,Fulton,30022 30097 30005
Alpharetta,GA,Georgia,Fulton,30022 30004 30005 30009 30023
Milton,GA,Georgia,Fulton,30004 30009
East Point,GA,Georgia,Fulton,30344 30349 30364 30385
Union City,GA,Georgia,Fulton,30349 30291 30213 31192
Fairburn,GA,Georgia,Fulton,30268 30213
College Park,GA,Georgia,Fulton,30337 30349 30272
Hapeville,GA,Georgia,Fulton,30354
Palmetto,GA,Georgia,Fulton,30268
Chattahoochee Hills,GA,Georgia,Fulton,30268 30213
Ellijay,GA,Georgia,Gilmer,30540
East Ellijay,GA,Georgia,Gilmer,30536 30540 30539
Cherry Log,GA,Georgia,Gilmer,30522
Gibson,GA,Georgia,Glascock,30810
Mitchell,GA,Georgia,Glascock,30820
Edge Hill,GA,Georgia,Glascock,30810
Brunswick,GA,Georgia,Glynn,31520 31521
St. Simons,GA,Georgia,Glynn,31522
Country Club Estates,GA,Georgia,Glynn,31525
Dock Junction,GA,Georgia,Glynn,31523 31520
Calhoun,GA,Georgia,Gordon,30701 30703
Resaca,GA,Georgia,Gordon,30735 30701
Fairmount,GA,Georgia,Gordon,30139
Plainville,GA,Georgia,Gordon,30733
Ranger,GA,Georgia,Gordon,30734
Cairo,GA,Georgia,Grady,39828
Whigham,GA,Georgia,Grady,39897
Calvary,GA,Georgia,Grady,39828 39829
Greensboro,GA,Georgia,Greene,30642
Union Point,GA,Georgia,Greene,30669
Woodville,GA,Georgia,Greene,30669
White Plains,GA,Georgia,Greene,30678
Siloam,GA,Georgia,Greene,30665 30642
Peachtree Corners,GA,Georgia,Gwinnett,30071 30092 30360 30010
Lawrenceville,GA,Georgia,Gwinnett,30046 30049
Duluth,GA,Georgia,Gwinnett,30097 30096 30098
Sugar Hill,GA,Georgia,Gwinnett,30518
Suwanee,GA,Georgia,Gwinnett,30024
Snellville,GA,Georgia,Gwinnett,30078
Norcross,GA,Georgia,Gwinnett,30071
Buford,GA,Georgia,Gwinnett,30518 30519 30515
Mountain Park,GA,Georgia,Gwinnett,30047 30087
Lilburn,GA,Georgia,Gwinnett,30047 30048
Dacula,GA,Georgia,Gwinnett,30019
Grayson,GA,Georgia,Gwinnett,30017
Berkeley Lake,GA,Georgia,Gwinnett,30071 30096
Rest Haven,GA,Georgia,Gwinnett,30518
Cornelia,GA,Georgia,Habersham,30531
Baldwin,GA,Georgia,Habersham,30531 30510 30511
Raoul,GA,Georgia,Habersham,30510
Demorest,GA,Georgia,Habersham,30535
Clarkesville,GA,Georgia,Habersham,30523
Mount Airy,GA,Georgia,Habersham,30563 30531
Tallulah Falls,GA,Georgia,Habersham,30523 30573 30552
Gainesville,GA,Georgia,Hall,30501 30507 30504
Flowery Branch,GA,Georgia,Hall,30542 30502
Oakwood,GA,Georgia,Hall,30566 30542
Lula,GA,Georgia,Hall,30554
Clermont,GA,Georgia,Hall,30527
Sparta,GA,Georgia,Hancock,31087
Bremen,GA,Georgia,Haralson,30182 30110
Tallapoosa,GA,Georgia,Haralson,30176
Buchanan,GA,Georgia,Haralson,30113
Waco,GA,Georgia,Haralson,30182 30110
Pine Mountain,GA,Georgia,Harris,31822
Hamilton,GA,Georgia,Harris,31811
Waverly Hall,GA,Georgia,Harris,31831
Shiloh,GA,Georgia,Harris,31826
Hartwell,GA,Georgia,Hart,30643
Royston,GA,Georgia,Hart,30662
Reed Creek,GA,Georgia,Hart,30643
Canon,GA,Georgia,Hart,30520
Bowersville,GA,Georgia,Hart,30516
Franklin,GA,Georgia,Heard,30217
Ephesus,GA,Georgia,Heard,30170 30108
Centralhatchee,GA,Georgia,Heard,30217
Stockbridge,GA,Georgia,Henry,30253 30281
McDonough,GA,Georgia,Henry,30253 30252
Locust Grove,GA,Georgia,Henry,30248
Hampton,GA,Georgia,Henry,30228
Heron Bay,GA,Georgia,Henry,30248
Warner Robins,GA,Georgia,Houston,31088 31005 31093 31099
Perry,GA,Georgia,Houston,31069
Centerville,GA,Georgia,Houston,31028 31093
Robins AFB,GA,Georgia,Houston,31098
Ocilla,GA,Georgia,Irwin,31774
Jefferson,GA,Georgia,Jackson,30549
Braselton,GA,Georgia,Jackson,30548 30517
Commerce,GA,Georgia,Jackson,30529 30599
Hoschton,GA,Georgia,Jackson,30548
Arcade,GA,Georgia,Jackson,30549
Nicholson,GA,Georgia,Jackson,30565 30529
Pendergrass,GA,Georgia,Jackson,30567
Talmo,GA,Georgia,Jackson,30567 30575
Monticello,GA,Georgia,Jasper,31064
